Price,Close,High,Low,Open,Volume
Ticker,BAJAJCON.NS,BAJAJCON.NS,BAJAJCON.NS,BAJAJCON.NS,BAJAJCON.NS
Date,,,,,
2015-01-01,288.222900390625,291.51975779045006,273.0573658208042,274.57005103833365,309940
2015-01-02,308.5083312988281,321.2303192169012,290.12349098369424,293.0712602997143,943204
2015-01-05,308.89617919921875,313.7832763830279,304.2805690018361,310.13733020413423,280509
2015-01-06,298.5789489746094,313.24026464809447,294.77787064051154,308.1592345051137,459443
2015-01-07,315.1795959472656,317.5455904528814,299.47103820745025,300.90614574799775,874772
2015-01-08,317.5455627441406,326.3113155943135,315.4123020026578,318.0497832756219,484633
2015-01-09,319.36859130859375,327.97918995161245,315.14084617969894,321.9284951743386,425099
2015-01-12,331.469970703125,339.38243932943885,327.358604336053,333.5644546552199,861710
2015-01-13,332.633544921875,339.6927039125338,328.91004445403496,334.7668058234047,633040
2015-01-14,324.4883728027344,336.1631423335854,318.4376785147051,331.0045342494601,251451
2015-01-15,332.9826354980469,340.1581494837357,327.3585839957502,327.4361618546076,384032
2015-01-16,330.3839416503906,336.27950401017034,328.87127988485844,335.6201276989919,73033
2015-01-19,327.4749450683594,335.8916339327714,326.6992138121636,328.9100526270094,61276
2015-01-20,326.03985595703125,332.7887277371611,322.3163551859917,328.52220558668466,74098
2015-01-21,316.88616943359375,328.677292184218,314.7529088070518,324.72105865121677,89383
2015-01-22,328.5221862792969,330.07364878829003,317.2740830890966,317.97223648345573,193912
2015-01-23,316.1492919921875,335.0383544881053,314.171186583078,334.2626231632088,161171
2015-01-27,323.5962829589844,326.5052751173238,317.0025674000818,317.0025674000818,94720
2015-01-28,323.75146484375,329.6470274958429,320.8424724502937,326.5441022761562,92839
2015-01-29,329.8409423828125,333.5256658807872,327.3198157789351,329.5306309389684,236122
2015-01-30,322.2775573730469,329.685781343267,318.20496830939476,329.685781343267,135688
2015-02-02,327.901611328125,335.89163379427123,321.5406055605668,325.80712746788436,198437
2015-02-03,338.83941650390625,342.60171797845334,323.4799464992187,324.25567778578755,180290
2015-02-04,334.6116943359375,350.3202528485729,331.23725851335,340.5460339282451,203698
2015-02-05,343.1059265136719,354.81947326360734,336.1243451800806,336.1243451800806,325583
2015-02-06,359.51263427734375,365.1366854799714,345.70460470682997,346.51913667127303,346558
2015-02-09,359.473876953125,368.0457219570389,353.0740937767667,356.8363952878594,367727
2015-02-10,354.8194274902344,356.8363332388805,338.99451657693646,351.2122823345721,125349
2015-02-11,368.3171691894531,371.88553749160195,353.1128564059771,360.52107999513566,259463
2015-02-12,368.0845031738281,377.0054131559125,364.5937123112734,371.3037833457183,226811
2015-02-13,355.284912109375,369.2480745940229,353.3455839865072,369.2480745940229,165421
2015-02-16,344.5022888183594,363.0422628938484,341.32178562669503,356.9139901138755,99625
2015-02-18,349.1566162109375,356.06061912374753,340.62357305110913,347.52757596391916,83024
