Price,Close,High,Low,Open,Volume
Ticker,IOC.NS,IOC.NS,IOC.NS,IOC.NS,IOC.NS
Date,,,,,
2015-05-21,31.49222755432129,31.573461637368688,30.82880451353489,31.13569295911168,3420252
2015-05-22,31.45160484313965,31.663719127596686,31.180820474392718,31.501246853611903,3376914
2015-05-25,31.487712860107422,31.91645552019601,31.234980475166005,31.587001025460346,2749308
2015-05-26,31.379398345947266,31.56894659964043,30.977735783246608,31.505764537049718,2215770
2015-05-27,32.37228012084961,32.48961825254488,31.216932230866043,31.280114301778884,4154688
2015-05-28,32.55279541015625,32.76490970162605,32.14210480654911,32.48961128686861,5864682
2015-05-29,32.15113067626953,33.8164550051324,31.952556430908302,32.67464741302301,18899490
2015-06-01,32.0202522277832,32.55279496774923,31.853267979559078,32.22334050829768,5566392
2015-06-02,31.51027488708496,32.146617739641336,31.365854629078783,32.04281555007934,3776832
2015-06-03,30.589614868164062,31.68177860838899,30.34590846568451,31.59151644223179,4770900
2015-06-04,31.636646270751953,31.77203848607877,30.688900763464236,30.688900763464236,8533614
2015-06-05,32.042816162109375,32.22334045510479,31.26656913954402,31.614075614567096,5735328
2015-06-08,31.67275619506836,32.015748746757076,31.5012578533025,31.988670713611363,2293350
2015-06-09,31.564437866210938,31.817170274342732,31.429045652277566,31.501253731217375,6162282
2015-06-10,31.275606155395508,31.95256732759022,31.185343977129033,31.501258502179383,3381372
2015-06-11,30.675357818603516,31.546381067347028,30.558017642181586,31.546381067347028,5151732
2015-06-12,31.663734436035156,31.76302263682402,30.842354924785887,30.869432961567817,7314138
2015-06-15,31.889373779296875,32.3136023799836,31.63664140741522,31.772033601928893,3728760
2015-06-16,32.20528793334961,32.65659452691077,31.60956108129126,31.907423474360044,5125608
2015-06-17,31.740447998046875,32.48961714288978,31.61859376656628,32.17370266727278,3122154
2015-06-18,33.80291748046875,33.974415780069535,31.911940740773893,31.99317688615958,14889402
2015-06-19,34.5204963684082,34.750662691262406,33.586291030856025,34.0195456502147,16321680
2015-06-22,34.56563186645508,34.7281021064002,34.3309514832448,34.5340397996565,5891028
2015-06-23,35.924072265625,36.09556853553637,34.227155390219615,34.49793984415186,11631498
2015-06-24,35.18842697143555,36.27156441807821,34.935694625096154,35.92857199513242,7436352
2015-06-25,35.06657791137695,35.269666200438984,34.6604013332529,35.02144580319368,12037014
2015-06-26,34.70553207397461,35.19294064304523,34.38510155581415,35.102680562076905,5983812
2015-06-29,34.72810363769531,35.54045693916187,33.84805422777321,33.90221028816914,10340718
2015-06-30,34.78676986694336,35.18392255294497,34.61527361865806,34.79579794246264,7094376
2015-07-01,35.35090637207031,35.74354294931172,34.57014312344646,34.57014312344646,12141576
2015-07-02,37.22382354736328,37.458503890313445,35.47275318111914,35.47275318111914,20256828
2015-07-03,37.65708923339844,37.837613570932696,36.79509182273238,37.32312065510498,15347676
2015-07-06,38.48749542236328,38.62739961781477,37.738326222644424,37.89177046678151,15102546
2015-07-07,38.550682067871094,39.12835504004119,38.09034930553333,38.812438454824445,12141234
2015-07-08,38.753761291503906,39.57062646358725,38.36112473759614,38.53262097347116,14149158
2015-07-09,37.7653923034668,38.85755787937248,37.35470376916779,38.821453846889234,15148260
2015-07-10,37.93689727783203,38.406253889143244,37.24639620989335,37.47204850632839,12005454
2015-07-13,38.33404541015625,38.78986610169984,37.936896876807694,38.000076874762655,8546928
2015-07-14,39.61124801635742,39.78726038022775,38.14450173121286,38.30696991496706,14065212
2015-07-15,39.065162658691406,39.78274381593001,38.82597031689258,39.715047714219324,9633312
2015-07-16,39.89105987548828,40.57253293168969,38.907210317462294,38.907210317462294,14481480
2015-07-17,39.624786376953125,40.33785148266597,39.52549820296641,39.904598879265,10058796
2015-07-20,40.175376892089844,40.57704149586498,39.78274036261879,40.05352474595631,11652756
2015-07-21,39.59319305419922,40.52740260170604,39.44877690159215,40.52740260170604,4278222
2015-07-22,40.419090270996094,40.81624299282422,39.56160895221758,39.80531329927196,15424716
2015-07-23,41.037384033203125,41.448072678636926,40.527407205651585,40.60863923479993,11716740
2015-07-24,41.290096282958984,42.05280516540126,40.97869183997888,41.24947615639249,12320868
2015-07-27,41.13215637207031,41.97158982123208,40.9380961107676,41.32622076521583,6918564
2015-07-28,40.256614685058594,41.583456565111796,40.003882308118655,41.520272437916326,10706766
2015-07-29,40.446163177490234,41.15922820290014,39.94069842057744,40.193430799033834,8271138
2015-07-30,40.247581481933594,40.775610157453954,40.02644119676966,40.53641785708326,15549192
2015-07-31,38.93428039550781,40.342362543097614,38.64093201401423,40.27466644491894,12125826
2015-08-03,38.365631103515625,39.70601286224717,37.954942591723565,39.45779248772598,21039762
2015-08-04,38.37014389038086,39.08320883761572,38.013611416763425,38.807912500282086,10459602
2015-08-05,38.207672119140625,38.96135299698145,38.04519986201124,38.46942838691448,7708554
2015-08-06,37.81504821777344,38.74925791102626,37.53072784001088,38.35661713822471,8402634
2015-08-07,38.48749542236328,39.033576287326355,37.50815779051743,38.17609496180817,22889706
2015-08-10,38.78986358642578,39.80981701287728,38.51456722707844,38.830479591894715,17108502
2015-08-11,37.787960052490234,39.41717826042694,37.611947731056496,38.812425392652386,11505576
2015-08-12,35.05755615234375,38.22122123398638,34.24069087767806,38.22122123398638,22295340
2015-08-13,35.64426040649414,36.285117510451826,34.114327799772134,34.80482693075397,33605520
2015-08-14,35.170379638671875,35.82928861522891,34.78225505982755,35.82928861522891,12514164
2015-08-17,34.74614715576172,35.69840441320305,34.4527967355941,35.39602798517803,9478668
2015-08-18,36.10910415649414,36.42050458759162,34.93119027360089,35.01693839804117,16722918
2015-08-19,35.9195556640625,36.53784875350741,35.653287318067086,36.00981990201876,8582496
2015-08-20,35.8969841003418,36.66872127335283,35.4547034758922,36.28510867254405,12475224
2015-08-21,35.63974380493164,35.82929207526682,34.60625019597974,35.730003902271626,11272152
2015-08-24,34.12786102294922,34.90410813523963,33.87061459876836,34.47987950972993,99099624
2015-08-25,35.63974380493164,39.20055732598488,33.0356997112095,33.75779081953543,70079874
2015-08-26,35.55398941040039,37.368243904009326,34.935696490076054,35.54044936522626,35767644
2015-08-27,36.99365997314453,37.41337658898069,36.0639666586522,36.34377498131514,37806834
2015-08-28,36.578453063964844,37.3276261664368,35.71645589791308,37.04330175835371,19178652
2015-08-31,37.40885925292969,37.58487157342939,36.39341786026774,36.628098199706265,21749190
2015-09-01,36.64164352416992,38.090341772507244,36.22643883337491,37.02074004598269,68903676
2015-09-02,35.66680908203125,37.44044735329609,35.52239296955597,37.44044735329609,19076928
2015-09-03,36.08201599121094,36.63260865321917,35.74353554101196,35.74353554101196,14337390
2015-09-04,37.522918701171875,37.779893858681845,35.51759913044491,36.247222548378694,43873704
2015-09-07,36.19673538208008,37.62386361773363,35.74703002697969,37.2108683894327,9021060
2015-09-08,36.00859832763672,36.58220569974588,35.71950498466298,36.31605093801723,12063546
2015-09-09,36.949310302734375,37.21546505781987,36.3435847307955,36.43536005951192,17702454
2015-09-10,36.600563049316406,37.29347629436033,36.26098800159728,36.61891811666293,10927860
2015-09-11,36.646446228027344,36.97684158205424,36.44912403803032,36.80246637301796,7102146
2015-09-14,36.88048553466797,37.52751329190322,36.81165297331129,36.98602823525406,11573736
